,user,Date,text,likes
4633,@BenzingaIndia,"Jun 8, 2023 · 8:45 AM UTC","If You Invested ₹10,000 In Paytm 6 Months Back, Here's How Much You'd Have Today  #Paytm #StockMarket #Fintech https://in.benzinga.com/content/32773357/if-you-invested-10-000-in-paytm-6-months-back-heres-how-much-youd-have-today?utm_source=Twitter&utm_medium=organic_social&utm_campaign=sh",0
4634,@adi408b,"Jun 8, 2023 · 8:43 AM UTC",#PAYTM  Added Some QTY . WKLY BO if closed 755+  #trading Above all IMP EMAs   CMP 767 SL 700 For huge upside   Disc: For education only #Trading #investing #StockMarket #Swingtrading # #breakoutstocks,5
4635,@ETMarkets,"Jun 8, 2023 · 8:42 AM UTC",#Paytm shares jumped 8% to Rs 786 in Thursday's intraday trade on BSE after the brokerage firm BofA Securities upgraded the fintech major to ‘Buy’    https://economictimes.indiatimes.com/markets/stocks/news/paytm-shares-jump-8-after-bofa-securities-upgrades-to-buy/articleshow/100839660.cms,1
4636,@CrownitApp,"Jun 8, 2023 · 8:36 AM UTC",Invoice vibes activated! Let the rewards rain down upon us like confetti! 🎊🌟  By sharing your Amazon bill pic and filling a short survey will get you ₹200* paytm. Click on the link to claim  crwn.in/s/a636f32b5e #amazon #rewards #bill #upload #survey #earn #paytm,4
4637,@KiranJa1000,"Jun 8, 2023 · 8:35 AM UTC","I am not able to transfer money from my #Paytm wallet to bank account for that I have raised a complaint ticket last digit is 9039 i have been calling customer care for last 4 weeks and I have got no resolution  from them worse service they reply""we are working on it"" @Paytmcare",0
4638,@MoneycontrolH,"Jun 8, 2023 · 8:25 AM UTC","#MarketsWithMC  - Paytm के शेयरों में आई तेजी, मुनाफे कमाने के लिए जानिए ब्रोकरेज की राय  @Paytm @BSEIndia @NSEIndia #paytm #shareprice #stockmarket #stockstowatch #stockstotarde #stockstobuy #market #moneycontrolhindinews https://hindi.moneycontrol.com/news/markets/paytm-share-price-jumps-38-percent-in-last-six-months-now-what-should-investors-do-know-here-paytm-target-price-1290211.html",0
4639,@Anujshivhare09,"Jun 8, 2023 · 8:18 AM UTC","Hey @Ludhiana_Police It's been weeks since I've been trying to get my father's Paytm account unblocked. I've sent emails, but no response! @Paytm insists on an NOC from you guys. Can you please take some action and help us out? This is getting ridiculous!  #Paytm #BlockedAccount",0
4640,@MoneycontrolH,"Jun 8, 2023 · 8:10 AM UTC","#marketswithmc - पेटीएम के शेयर छह महीने में यह 38% चढ़े हैं और मंथली बेसिस पर यह दिसंबर 2022 से लगातार ग्रीन जोन में है। तो निवेश करना चाहिए या अभी गिरावट का इंतजार करें, ब्रोकरेज की ये राय है-   👇 https://hindi.moneycontrol.com/news/markets/paytm-share-price-jumps-38-percent-in-last-six-months-now-what-should-investors-do-know-here-paytm-target-price-1290211.html #paytm #shareprice #stockmarket",3
4641,@abhi_software99,"Jun 8, 2023 · 8:00 AM UTC",@Paytm @Paytmcare   Can you explain these mathematics??  Already raised a complaint but there is no reply.   #Paytm #paytmmerchant #upi #digitalpayment,1
4642,@ConnectGujarat,"Jun 8, 2023 · 7:54 AM UTC",Paytm share price surges 8%; brokerages remain upbeat about the stock #Paytm #shareprice #surges #brokerages #stock #India #News #Nationalnews #Businessnews https://connectgujarat.com/business/paytm-share-price-surges-8-brokerages-remain-upbeat-about-the-stock-1479855?utm_campaign=pubshare&utm_source=Twitter&utm_medium=3690561734&utm_content=auto-link&utm_id=14186,0
4643,@livemint,"Jun 8, 2023 · 7:33 AM UTC",#Paytm share price surges 8%; brokerages remain upbeat about the stock  Read here: https://www.livemint.com/market/stock-market-news/paytm-share-price-surges-8-brokerages-remain-upbeat-about-the-stock-11686208946599.html,5
4644,@legalhelptoall,"Jun 8, 2023 · 7:33 AM UTC",#Paytm Pakistani Recovery Agent https://invidious.poast.org/dgeCe4UZ_1M,1
4645,@OyeOakter,"Jun 8, 2023 · 7:28 AM UTC","From wearables to IoT devices, we've got the experience and skill to design and prototype any electronic product you can dream up. Watch how electronic products are made in India invidious.poast.org/watch?v=lkj-hVaW…… #oakter #Paytm #MadeInIndia #manufacturing #TechNews #syska #olaelectric",1
4646,@AlgoBoffin,"Jun 8, 2023 · 7:27 AM UTC","#PayTM may travel in this range for the next 700 Days, or 100 Weeks, or 20 Months.",60
4647,@yashsarda13,"Jun 8, 2023 · 7:25 AM UTC",#paytm potential intraday volatility dry up.  Ready for the next leg up   #NFA #stocks #nifty,0
4648,@GoDebtfreeNow,"Jun 8, 2023 · 7:00 AM UTC","When you're financially stressed, such offers are like blessings. But wait...  The additional add-ons might be:  Payment reminders High interest charges Recovery agents Abusive language Threatening calls Lawsuits to name a few.  Say NO to loans!! #paytm",2
4649,@HemantG98183833,"Jun 8, 2023 · 6:54 AM UTC",@Paytmcare is a fraud company because my old account convert to new account and paytm customer care service is very worthless.  So all people stop using Paytm .  @paytmbankcare @Paytm @PaytmBank #Paytm_Fraud_Hai #Paytm #wallet,0
4650,@indian_stockss,"Jun 8, 2023 · 6:47 AM UTC",[Not a paid tweet]  #Paytm now trades above #AVWAP from listing day.,34
4651,@sanvai,"Jun 8, 2023 · 6:46 AM UTC",#Nykaa 136 #Paytm 775 #Zomato 75 Only Nykaa disappointed w.r.t base date 3Feb calls!,0
4652,@UnizapIndia,"Jun 8, 2023 · 6:41 AM UTC",ONDC revolutionizing e-commerce: Say hello to a range of buyer apps that connect you directly with vendors for the best shopping experience!  Click here to know more : https://rb.gy/ox948 #paytm #craftsvilla #meesho #magicpin #mystore #ondc #ndhgo #senrsa,0
4653,@DhruvJi88810158,"Jun 8, 2023 · 6:38 AM UTC",Looks like nifty is falling from that level where most of the retailer turned bullish and got trapped.  Market well played with psychology and mindset. Market is supreme!  #nifty #optionstrade #StockMarket #psychology #rbigovernor #RBI #RBIPolicy #banknifty #paytm #hdfc,1
4654,@vivbajaj,"Jun 8, 2023 · 6:37 AM UTC","The #PowerofRS #Paytm  To view this in StockEdge, click https://sedg.in/uitc37a4",59
4655,@ETMarkets,"Jun 8, 2023 · 6:32 AM UTC","CLSA maintained a buy rating on #TataMotors, while BofA Securities upgraded #Paytm to buy   https://economictimes.indiatimes.com/markets/stocks/news/hot-stocks-brokerages-on-tata-motors-zomato-paytm-hdfc-amc-hpcl-and-tata-steel/articleshow/100837977.cms",5
4656,@spahal24,"Jun 8, 2023 · 6:31 AM UTC","#Paytm loosing it's charm not just in #sharemarket also in among people those believe using paytm will help them to become digital. But there many complaints against payment fail, money stuck in system etc. And, for support you don't have real people to interact except #AI",1
4657,@SimilarStocks,"Jun 8, 2023 · 6:28 AM UTC",#RBIPolicy | FY24 inflation forecast lowered to 5.1% from 5.2%  #inflation #Paytm #ShaktikantaDas #BSNL #BajajFinance #RBI #MPC #MonetaryPolicy #RepoRate #GDP #Inflation,2
4658,@shahrukh3325,"Jun 8, 2023 · 6:25 AM UTC",Mai pichle 4 saal se Paytm use kr raha hu mujhe aaj tk koi problem nahi hui  Pr aese mera Paytm block ho jayga mujhe maloom nahi tha please help me #paytm #RBI #phonpay,1
4659,@rkgupta535,"Jun 8, 2023 · 6:12 AM UTC",#paytm 785,0
4660,@IshanTanna1,"Jun 8, 2023 · 5:59 AM UTC","🚀 #PAYTM  breaks free from a long consolidation between 740-700, indicating decreased volatility. The symmetrical triangle pattern is being surpassed with rising volume and breaching key resistance at 735-740.",5
4661,@SauravP02058432,"Jun 8, 2023 · 5:53 AM UTC",NIFTY ANALYSIS   FOLLOW FOR  CALLS  https://chat.whatsapp.com/IyoSUZmEwA8KyzqEKKe3m2 #optionbuying #nifty #stocks #swingtrade #niftyOptions #optionbuying #StocksInFocus #StocksToBuy #StockToWatch #BREAKOUTSTOCKS #sharemarket #RBIPolicy #trading #TataMotors #sebi #Trader #RepoRate #Paytm #sensex,3
4662,@DhruvJi88810158,"Jun 8, 2023 · 5:52 AM UTC",After Rbi meeting Banknifty can now fall upto 1000 points as @RBI has not given complete guidance on inflation they think inflation can remain longer than expected #rbigovernor #RBIPolicy #rbi #banknifty #paytm #hdfc #zomato #nifty #WTCFinal2023 #binance #Messi𓃵 #modi #india,4
4663,@kaushikharish25,"Jun 8, 2023 · 5:52 AM UTC",Pathetic service provided by #paytm. this is regarding the #Paytm #postpaid account. I haven't been notified of the due bill through sms or call or pop notification and then they charged me for the late fee. This is not acceptable. @Paytm @Paytmcare @RBI @FinMinIndia,0
4664,@jschanan,"Jun 8, 2023 · 5:48 AM UTC","#Paytm   🇮🇳 on the #NSE, #Block of 124505 shares at Rs. 775 worth 9.65 crore rupees at  11:01 AM  #blockdeal #intraday #bigblock",0
4665,@StockEngineers_,"Jun 8, 2023 · 5:47 AM UTC",#KPRMILL - about to give BO  #sensex #nifty50 #rbi #paytm #StocksToBuy #stockmarket,5
4666,@aoiventures,"Jun 8, 2023 · 5:47 AM UTC",#Paytm jumps 8% after #BofA Securities #upgrades stock to #buy,6
4667,@ETNowSwadesh,"Jun 8, 2023 · 5:46 AM UTC","#StocksInFocus | #Paytm📊  - BofA Securities ने अपग्रेड कर खरीदारी की राय दी - ट्रेडिंग वॉल्यूम 20-दिन के औसत से 1.5x ज्यादा - 22 मार्च, 2023 के बाद एक दिन में सबसे बड़ी बढ़त - स्टॉक सभी अहम DMA लेवल्स के ऊपर कर रहा ट्रेड  #StockMarket #MarketWithSwadesh #StocksToWatch",8
4668,@SatishPal02,"Jun 8, 2023 · 5:22 AM UTC",#Paytm is breaking major resistance after long time. It can be good buy if it sustain above 750 level decisively.   ✅Reversal in trend ✅ Improvement in result ✅ Can become black horse in bull market  @kuttrapali26 @praveen29m @nakulvibhor @caniravkaria,7
4669,@BenzingaIndia,"Jun 8, 2023 · 5:05 AM UTC",Why Paytm Shares Are Skyrocketing Today  #Paytm #StockMarket https://in.benzinga.com/content/32772315/why-paytm-shares-are-skyrocketing-today?utm_source=Twitter&utm_medium=organic_social&utm_campaign=sh,0
4670,@xmrx99,"Jun 8, 2023 · 5:03 AM UTC",#Paytm Breakout,0
4671,@jschanan,"Jun 8, 2023 · 5:01 AM UTC","#Paytm   🇮🇳 on the #NSE, #Block of 139827 shares at Rs. 779.45 worth 10.9 crore rupees at  10:23 AM  #blockdeal #intraday #bigblock #PowerGridCorp   🇮🇳 on the #NSE, #Block of 287340 shares at Rs. 243.85 worth 7.01 crore rupees at  10:24 AM  #blockdeal #intraday #bigblock",0
4672,@kmohit388,"Jun 8, 2023 · 4:59 AM UTC",Rocket move 📈.Thnks for early entry sirji 🙏🙏 #Paytm,0
4673,@_mahadevn,"Jun 8, 2023 · 4:59 AM UTC",@Paytm Paytm uses RBI guidelines of verifying thru SMS before payment. Fails SMS for 5 times and locks ur account. loophole to keep customers money locked out for 24hrs and earn interest on that. Cheap trick #paytm @RBI,0
4674,@BeyondTrading07,"Jun 8, 2023 · 4:59 AM UTC",#PAYTM HAS NEW ATM 689 TO 786 🧨🧨🧨  100 POINTS,16
4675,@jschanan,"Jun 8, 2023 · 4:54 AM UTC","#Paytm   🇮🇳 on the #NSE, #Block of 313736 shares at Rs. 782 worth 24.53 crore rupees at  10:07 AM  #blockdeal #intraday #bigblock #One97Paytm 🇮🇳   on the #NSE, #Block of 103166 shares at Rs. 782.6 worth 8.07 crore rupees at  10:08 AM  #blockdeal #intraday #bigblock",0
4676,@PranjaliInvest,"Jun 8, 2023 · 4:44 AM UTC",#RBIPolicy | #RBI keeps Repo Rate unchanged at 6.50% : @DasShaktikanta  says . . . . .  #SGXNIFTY #nifty50 #Rupee #NASDAQ #TataMotors #RepoRate #Paytm #investing #invest #Investment #Sensex,1
4677,@dalalwolf07,"Jun 8, 2023 · 4:43 AM UTC",#Paytm added last week 8% up today. 🔥,1
4678,@NG_Exhales,"Jun 8, 2023 · 4:42 AM UTC","Finally, after ages I am in profit for #Paytm 🥲🥹 Never thought that I would see this day. ❤️",21
4679,@mohit_maxmoh,"Jun 8, 2023 · 4:39 AM UTC","#Paytm Other than technical buy, This is one company I want to remain invested because of the market it has captured.",2
4680,@DhruvJi88810158,"Jun 8, 2023 · 4:38 AM UTC",#RBIPolicy | @RBI keeps Bank Rate unchanged at 6.75%: @DasShaktikanta #rbi #banknifty #paytm,1
4681,@ProSetups_,"Jun 8, 2023 · 4:30 AM UTC","We had two stocks in our Probable VCP list yesterday: #NTPC and #PAYTM, and both have given breakouts today.",26
4682,@TrendTrader85,"Jun 8, 2023 · 4:30 AM UTC",#PAYTM : 780 from 715    entry before breakout of 740 :)    #stockmarket #trading #trading #investing,40
4683,@KuldeepNegi21,"Jun 8, 2023 · 4:29 AM UTC",#Paytm 💥🚀,0
4684,@thesnopx,"Jun 8, 2023 · 4:28 AM UTC",#PAYTM up +12% on our bull setup posted one month back.,7
4685,@Anujnagar149,"Jun 8, 2023 · 4:27 AM UTC",शानदार analysis on #paytm +7% up...  #StockMarket #sharemarket #stocks,1
4686,@jschanan,"Jun 8, 2023 · 4:25 AM UTC","#Paytm   🇮🇳 on the #NSE, #Block of 103135 shares at Rs. 780.45 worth 8.05 crore rupees at  9:46 AM  #blockdeal #intraday #bigblock",0
4687,@jschanan,"Jun 8, 2023 · 4:24 AM UTC","#Paytm   🇮🇳 on the #NSE, #Block of 71267 shares at Rs. 774.5 worth 5.52 crore rupees at  9:40 AM  #blockdeal #intraday #bigblock #Glenmark 🇮🇳   on the #NSE, #Block of 161478 shares at Rs. 675.75 worth 10.91 crore rupees at  9:41 AM  #blockdeal #intraday #bigblock",0
4688,@DhruvJi88810158,"Jun 8, 2023 · 4:24 AM UTC",#rbi #RBIPolicy #banknifty #nifty #paytm,2
4689,@jschanan,"Jun 8, 2023 · 4:22 AM UTC","#Paytm   🇮🇳 on the #NSE, #Block of 104153 shares at Rs. 771.5 worth 8.04 crore rupees at  9:35 AM  #blockdeal #intraday #bigblock #HINDPETRO 🇮🇳   on the #NSE, #Block of 502559 shares at Rs. 269.15 worth 13.53 crore rupees at  9:37 AM  #blockdeal #intraday #bigblock",0
4690,@prsablue,"Jun 8, 2023 · 4:22 AM UTC",#paytm Bulls eye 🎯🎯  Hit 780💥✌️🤟  Holding😎🤗🤑,1
4691,@jschanan,"Jun 8, 2023 · 4:21 AM UTC","#LTIM   🇮🇳 on the #NSE, #Block of 10861 shares at Rs. 4869.6 worth 5.29 crore rupees at  9:30 AM  #blockdeal #intraday #bigblock #Paytm 🇮🇳   on the #NSE, #Block of 65629 shares at Rs. 775.85 worth 5.09 crore rupees at  9:34 AM  #blockdeal #intraday #bigblock",0
4692,@StocksByKG,"Jun 8, 2023 · 4:20 AM UTC","#Breakout #Stocks #PAYTM @ 778.95 [Unknown/Unknown]  June 8, 2023 at 09:50AM  #Stocks for #SwingTrading #Intraday  Not SEBI registered   #TechnicalAnalysis #StocksToWatch #StocksInFocus #StockMarket #priceaction #intradaytrading #algotrading #Nifty #BankNifty #nse #bse Educ…",0
4693,@ProdigalTrader,"Jun 8, 2023 · 4:19 AM UTC",new BO #PAYTM,30
4694,@MitulBhavsar9,"Jun 8, 2023 · 4:19 AM UTC",#paytm to touch 52 week high soon Interest is likely to generate,1
4695,@Inv016,"Jun 8, 2023 · 4:17 AM UTC",#Paytm 780 fro 760..already giving 20 rs profit.. ENJOY✌️✌️🎇  #StocksInFocus #StocksToTrade,1
4696,@Akash53423739,"Jun 8, 2023 · 4:17 AM UTC",Today paytm deduct 973.5 rs from my merchant account for the accept payment from paytm postpaid which I received before 22feb and before that date I am get all the transition at free of cost even on postpaid and now they doing fraud with me on the name of transaction fee #PAYTM,0
4697,@Thekalal,"Jun 8, 2023 · 4:15 AM UTC",#PAYTM : 778 from 715   #stockmarket #trading #trading #investing,43
4698,@vcpchartist,"Jun 8, 2023 · 4:13 AM UTC",#paytm Massive volume popup!! 6% move from buying level  #vcp,50
4699,@bsashank7,"Jun 8, 2023 · 4:10 AM UTC",@Paytm @Paytmcare @PaytmTravel  I did not get bus details whem booked my journey from your platform and was told I'll get my refund in a week but i didn't and no customer care agent attends a call Highly dissapointed by you #Paytm #fraudPaytm #Travel #complaint,0
4700,@Arpit1223,"Jun 8, 2023 · 4:08 AM UTC",#PAYTM   RVOL 140% within first 25 minutes! This guy might be unstoppable,38
4701,@chartspeak_P,"Jun 8, 2023 · 4:07 AM UTC",#CARTRADE #paytm STOP GAP LOW,1
4702,@trendingstocks1,"Jun 8, 2023 · 4:06 AM UTC","One 97 Paytm (NSE Cash CMP: 769.20): Uptrend as per Today's data . Buy with a SL of 761.40. Up Tgt: 792.40. 😀😀😀  Unwinding: If breaks 761.40, then expect short covering up to 742.10.  Downtrend: Sell if breaks 742.10. Down Tgt: 737.60.  Stick with levels.  #paytm #one97paytm",0
4703,@StocksNerd,"Jun 8, 2023 · 4:05 AM UTC","#PAYTM   Just nailed a trade using a simple yet powerful concept! 🔥  🎯 Daily range contracted, while price shook out briefly below support level, indicating sellers were losing their grip.  🎯Bounced above support on Pocket Pivot with a good close, a fresh flow of accumulation.",35
4704,@jschanan,"Jun 8, 2023 · 4:05 AM UTC","#Paytm   🇮🇳 on the #NSE, #Block of 98264 shares at Rs. 768.95 worth 7.56 crore rupees at  9:23 AM  #blockdeal #intraday #bigblock #Newgen Software   🇮🇳 on the #NSE, #Block of 101123 shares at Rs. 677.05 worth 6.85 crore rupees at  9:29 AM  #blockdeal #intraday #bigblock",0
4705,@MayankJain1333,"Jun 8, 2023 · 4:03 AM UTC",#PAYTM - Finally breaks out after so much waiting💰📷,2
